Title,PPF Corporation Actuals Data Extract,,,
5/4/2020,6,1, 82 ,35
5/4/2020,6,1, 81 ,345
5/4/2020,5,1, 78 ,226
5/4/2020,5,1, 87 ,650
5/4/2020,4,1, 91 ,277
5/4/2020,4,1, 80 ,1178
5/4/2020,4,1, 61 ,4100
5/4/2020,8,1, 77 ,982.92
5/4/2020,8,1, 73 ,395.03
5/4/2020,8,1, 61 ,5561.79
5/4/2020,3,1, 74 ,131
5/4/2020,3,1, 62 ,2651
5/4/2020,3,1, 60 ,28704
5/4/2020,3,1, 61 ,2600
5/4/2020,3,1, 81 ,380
5/4/2020,3,1, 85 ,100
5/4/2020,8,1, 74 ,200
5/4/2020,8,2, 80 ,458.67
5/4/2020,8,2, 65 ,337.45
5/4/2020,8,2, 60 ,16000
5/4/2020,3,7, 85 ,30
5/4/2020,6,4, 77 ,351
5/4/2020,6,4, 60 ,20600
5/4/2020,6,3, 78 ,200
5/4/2020,6,3, 60 ,28500
5/4/2020,6,5, 81 ,200
5/4/2020,6,5, 85 ,36
5/4/2020,6,5, 60 ,11800
5/4/2020,6,2, 76 ,100
5/5/2020,8,6, 71 ,48.05
5/5/2020,7,6, 77 ,650
5/5/2020,7,6, 71 ,80
5/5/2020,7,6, 84 ,113
5/5/2020,5,6, 71 ,80
5/5/2020,5,6, 57 ,9293
5/5/2020,5,6, 65 ,376
5/5/2020,4,6, 74 ,200
5/5/2020,4,6, 60 ,38272
5/5/2020,6,6, 84 ,78
5/5/2020,7,1, 81 ,525
5/5/2020,7,1, 60 ,34960
5/5/2020,6,1, 92 ,345.28
5/5/2020,6,1, 83 ,123
5/5/2020,6,1, 60 ,23800
5/5/2020,6,1, 83 ,100
5/5/2020,5,1, 92 ,389.48
5/5/2020,5,1, 90 ,253.89
5/5/2020,5,1, 62 ,2828
5/5/2020,8,1, 84 ,201.08
5/5/2020,8,1, 82 ,50
5/5/2020,7,1, 74 ,200
5/5/2020,8,1, 78 ,200
5/5/2020,8,2, 87 ,410.18
5/5/2020,8,2, 67 ,100
5/5/2020,3,7, 61 ,650
5/5/2020,6,5, 62 ,492
5/5/2020,6,2, 60 ,9300
5/5/2020,6,4, 83 ,100
5/5/2020,6,4, 78 ,100
5/6/2020,8,6, 83 ,100
5/6/2020,7,6, 74 ,158
5/6/2020,7,6, 71 ,45
5/6/2020,4,6, 65 ,600
5/6/2020,4,6, 53 ,8841
5/6/2020,3,6, 90 ,230
5/6/2020,6,6, 101 ,496800
5/6/2020,6,1, 65 ,380
5/6/2020,5,1, 81 ,556
5/6/2020,5,1, 68 ,168
5/6/2020,5,1, 81 ,480
5/6/2020,4,1, 83 ,260
5/6/2020,8,2, 91 ,83.76
5/6/2020,3,7, 91 ,43
5/6/2020,6,3, 92 ,360
5/6/2020,6,3, 83 ,137
5/6/2020,6,3, 67 ,234
5/6/2020,6,5, 89 ,54.87
5/6/2020,6,5, 90 ,81.9
5/6/2020,6,5, 87 ,200
5/6/2020,6,5, 71 ,40
5/6/2020,6,5, 82 ,20
5/6/2020,6,2, 60 ,12199
5/6/2020,6,2, 77 ,248
5/6/2020,6,2, 71 ,30
5/6/2020,6,2, 61 ,950
5/6/2020,6,5, 66 ,100
5/7/2020,8,6, 62 ,1854.15
5/7/2020,7,6, 101 ,788800
5/7/2020,7,6, 54 ,110
5/7/2020,5,6, 91 ,184.14
5/7/2020,5,6, 90 ,247
5/7/2020,5,6, 61 ,3058
5/7/2020,4,6, 85 ,135
5/7/2020,4,6, 83 ,200
5/7/2020,3,6, 57 ,1800
5/7/2020,3,6, 81 ,255
5/7/2020,7,1, 92 ,361.9
5/7/2020,7,1, 87 ,720
5/7/2020,7,1, 71 ,52
5/7/2020,6,1, 82 ,30
5/7/2020,5,1, 80 ,850
5/7/2020,5,1, 60 ,40500
5/7/2020,4,1, 89 ,226
5/7/2020,4,1, 84 ,231
5/7/2020,4,1, 65 ,650
5/7/2020,8,1, 74 ,237.45
5/7/2020,8,1, 85 ,100
5/7/2020,3,1, 92 ,561
5/7/2020,4,1, 85 ,200
5/7/2020,8,2, 90 ,125.33
5/7/2020,8,2, 68 ,114.72
5/7/2020,3,7, 83 ,30
5/7/2020,3,7, 65 ,80
5/7/2020,6,4, 91 ,149.33
5/7/2020,6,4, 90 ,177.84
5/7/2020,6,4, 84 ,74
5/7/2020,6,4, 68 ,90
5/7/2020,6,3, 67 ,200
5/7/2020,6,3, 90 ,270
5/7/2020,6,5, 78 ,59
5/7/2020,6,5, 65 ,82
5/7/2020,6,5, 66 ,74
5/7/2020,6,5, 78 ,80
5/7/2020,6,5, 61 ,1300
5/7/2020,6,3, 84 ,100
5/8/2020,8,6, 72 ,850
5/8/2020,8,6, 94 ,61521.92
5/8/2020,7,6, 66 ,380
5/8/2020,7,6, 60 ,32800
5/8/2020,7,6, 56 ,167500
5/8/2020,7,6, 80 ,661
5/8/2020,7,6, 61 ,3561
5/8/2020,5,6, 74 ,200
5/8/2020,5,6, 68 ,200
5/8/2020,4,6, 94 ,11800.38
5/8/2020,4,6, 78 ,208
5/8/2020,6,6, 89 ,109.98
5/8/2020,6,6, 67 ,100
5/8/2020,6,6, 81 ,275
5/8/2020,6,6, 60 ,20302
5/8/2020,7,1, 92 ,329
5/8/2020,7,1, 60 ,36700
5/8/2020,6,1, 84 ,108
5/8/2020,6,1, 74 ,100
5/8/2020,5,1, 91 ,226.72
5/8/2020,5,1, 76 ,392
5/8/2020,5,1, 73 ,400
5/8/2020,4,1, 71 ,110
5/8/2020,8,1, 89 ,166.43
5/8/2020,8,1, 91 ,239.82
5/8/2020,8,1, 60 ,60218.87
5/8/2020,8,1, 61 ,3600
5/8/2020,8,2, 78 ,100
5/8/2020,8,2, 62 ,1969.3
5/8/2020,8,2, 61 ,2407.19
5/8/2020,3,7, 77 ,100
5/8/2020,3,7, 74 ,98
5/8/2020,3,7, 68 ,23
5/8/2020,6,4, 85 ,80
5/8/2020,6,3, 92 ,360
5/8/2020,6,3, 80 ,648
5/8/2020,6,3, 62 ,3037
5/8/2020,6,3, 61 ,3000
5/8/2020,6,5, 90 ,90
5/8/2020,6,5, 84 ,39
5/9/2020,8,6, 94 ,59299.66
5/9/2020,8,6, 53 ,7002.73
5/9/2020,8,6, 60 ,30109.22
5/9/2020,5,6, 69 ,36.86
5/9/2020,5,6, 53 ,11152
5/9/2020,4,6, 80 ,650
5/9/2020,4,6, 91 ,173
5/9/2020,4,6, 83 ,169
5/9/2020,3,6, 53 ,6600
5/9/2020,3,6, 65 ,260
5/9/2020,6,6, 84 ,90
5/9/2020,7,1, 66 ,480
5/9/2020,7,1, 73 ,400
5/9/2020,6,1, 87 ,468
5/9/2020,5,1, 69 ,52.32
5/9/2020,5,1, 69 ,48
5/9/2020,4,1, 71 ,128
5/9/2020,8,1, 80 ,1170.8
5/9/2020,8,1, 68 ,182.9
5/9/2020,8,1, 65 ,380
5/9/2020,8,2, 91 ,98.92
5/9/2020,8,2, 92 ,167.75
5/9/2020,8,2, 83 ,98.05
5/9/2020,3,7, 76 ,50
5/9/2020,6,4, 62 ,1561
5/9/2020,6,3, 90 ,272.7
5/9/2020,6,5, 94 ,29
5/9/2020,6,5, 84 ,60
5/9/2020,6,2, 83 ,68
5/9/2020,6,2, 81 ,186
5/10/2020,8,6, 85 ,80
5/10/2020,8,6, 76 ,2700
5/10/2020,8,6, 54 ,29.87
5/10/2020,7,6, 74 ,200
5/10/2020,7,6, 80 ,750
5/10/2020,7,6, 82 ,39
5/10/2020,7,6, 63 ,12135
5/10/2020,5,6, 76 ,4520
5/10/2020,5,6, 69 ,38
5/10/2020,4,6, 68 ,200
5/10/2020,4,6, 74 ,242
5/10/2020,3,6, 91 ,176.64
5/10/2020,6,6, 74 ,100
5/10/2020,6,6, 87 ,410
5/10/2020,5,1, 77 ,650
5/10/2020,4,1, 81 ,729
5/10/2020,4,1, 77 ,1049
5/10/2020,3,1, 90 ,446.26
5/10/2020,3,1, 90 ,421
5/10/2020,7,1, 78 ,200
5/10/2020,8,2, 80 ,380
5/10/2020,3,7, 68 ,30
5/10/2020,6,4, 94 ,56
5/10/2020,6,2, 62 ,1126
5/10/2020,6,2, 84 ,40
5/11/2020,8,6, 89 ,105.71
5/11/2020,8,6, 56 ,411400
5/11/2020,8,6, 78 ,166.24
5/11/2020,7,6, 52 ,19100
5/11/2020,7,6, 94 ,51335
5/11/2020,7,6, 69 ,30
5/11/2020,5,6, 89 ,161
5/11/2020,4,6, 91 ,190.3
5/11/2020,4,6, 67 ,272
5/11/2020,3,6, 82 ,26
5/11/2020,3,6, 74 ,109
5/11/2020,3,6, 71 ,36
5/11/2020,6,6, 78 ,100
5/11/2020,6,6, 73 ,220
5/11/2020,6,6, 73 ,218
5/11/2020,7,1, 90 ,247
5/11/2020,7,1, 78 ,218
5/11/2020,7,1, 73 ,270
5/11/2020,7,1, 77 ,750
5/11/2020,6,1, 61 ,2886
5/11/2020,6,1, 77 ,480
5/11/2020,5,1, 66 ,480
5/11/2020,4,1, 60 ,51612
5/11/2020,4,1, 60 ,50900
5/11/2020,8,1, 66 ,480
5/11/2020,3,1, 66 ,380
5/11/2020,8,2, 82 ,28.35
5/11/2020,8,2, 67 ,155.63
5/11/2020,8,2, 60 ,21328.75
5/11/2020,3,7, 85 ,17
5/11/2020,3,7, 80 ,100
5/11/2020,3,7, 69 ,7
5/11/2020,6,4, 61 ,1951
5/11/2020,6,4, 62 ,1300
5/11/2020,6,5, 91 ,68.4
5/11/2020,6,2, 74 ,200
5/11/2020,6,5, 65 ,100
5/12/2020,8,6, 52 ,24200
5/12/2020,8,6, 52 ,21007.53
5/12/2020,8,6, 65 ,310.18
5/12/2020,7,6, 84 ,100
5/12/2020,7,6, 72 ,750
5/12/2020,7,6, 90 ,170
5/12/2020,7,6, 89 ,111
5/12/2020,5,6, 77 ,669
5/12/2020,4,6, 71 ,90
5/12/2020,4,6, 61 ,2800
5/12/2020,4,6, 92 ,288
5/12/2020,4,6, 72 ,1326
5/12/2020,3,6, 66 ,200
5/12/2020,3,6, 60 ,17700
5/12/2020,3,6, 89 ,150
5/12/2020,3,6, 91 ,184
5/12/2020,6,6, 94 ,12381
5/12/2020,7,1, 77 ,662
5/12/2020,7,1, 82 ,50
5/12/2020,6,1, 74 ,179
5/12/2020,6,1, 89 ,162
5/12/2020,6,1, 61 ,2000
5/12/2020,5,1, 92 ,364
5/12/2020,5,1, 80 ,898
5/12/2020,5,1, 62 ,3000
5/12/2020,4,1, 69 ,88
5/12/2020,8,1, 90 ,302.6
5/12/2020,3,1, 91 ,337
5/12/2020,3,1, 78 ,173
5/12/2020,3,1, 83 ,100
5/12/2020,7,1, 67 ,200
5/12/2020,4,1, 68 ,200
5/12/2020,8,2, 83 ,80
5/12/2020,8,2, 77 ,425.33
5/12/2020,8,2, 71 ,50
5/12/2020,8,2, 66 ,200
5/12/2020,3,7, 69 ,6.86
5/12/2020,6,4, 89 ,111
5/12/2020,6,3, 69 ,52
5/12/2020,6,5, 71 ,12
5/12/2020,6,2, 91 ,119.6
5/12/2020,6,2, 87 ,200
5/12/2020,6,2, 85 ,40
5/12/2020,6,3, 85 ,100
5/13/2020,7,6, 62 ,2000
5/13/2020,7,6, 85 ,110
5/13/2020,7,6, 73 ,236
5/13/2020,7,6, 67 ,147
5/13/2020,7,6, 66 ,273
5/13/2020,5,6, 73 ,300
5/13/2020,5,6, 57 ,14900
5/13/2020,4,6, 67 ,200
5/13/2020,4,6, 101 ,442051
5/13/2020,4,6, 90 ,216
5/13/2020,3,6, 72 ,100
5/13/2020,3,6, 82 ,20
5/13/2020,3,6, 92 ,307
5/13/2020,6,6, 61 ,1900
5/13/2020,6,6, 52 ,4516
5/13/2020,7,1, 62 ,2500
5/13/2020,6,1, 78 ,142
5/13/2020,6,1, 76 ,280
5/13/2020,5,1, 83 ,204
5/13/2020,5,1, 76 ,380
5/13/2020,4,1, 94 ,107
5/13/2020,4,1, 69 ,88
5/13/2020,8,1, 89 ,196.54
5/13/2020,8,1, 87 ,750
5/13/2020,3,1, 66 ,444
5/13/2020,8,2, 66 ,307.15
5/13/2020,3,7, 90 ,54
5/13/2020,3,7, 62 ,480
5/13/2020,6,4, 92 ,228
5/13/2020,6,4, 78 ,105
5/13/2020,6,4, 76 ,200
5/13/2020,6,3, 60 ,32890
5/13/2020,6,5, 92 ,121
5/13/2020,6,5, 61 ,788
5/13/2020,6,2, 61 ,1502
5/14/2020,8,6, 91 ,110.69
5/14/2020,8,6, 90 ,160.23
5/14/2020,8,6, 77 ,513.21
5/14/2020,7,6, 91 ,126.48
5/14/2020,7,6, 83 ,138
5/14/2020,7,6, 81 ,409
5/14/2020,5,6, 87 ,550
5/14/2020,4,6, 89 ,140
5/14/2020,3,6, 85 ,60
5/14/2020,3,6, 62 ,1300
5/14/2020,6,6, 67 ,159
5/14/2020,6,6, 54 ,583
5/14/2020,7,1, 89 ,161
5/14/2020,6,1, 87 ,480
5/14/2020,5,1, 67 ,224
5/14/2020,4,1, 62 ,3200
5/14/2020,3,1, 77 ,550
5/14/2020,8,2, 62 ,1100
5/14/2020,6,4, 65 ,200
5/14/2020,6,4, 69 ,26
5/14/2020,6,4, 80 ,480
5/14/2020,6,3, 94 ,91.91
5/14/2020,6,5, 81 ,127
5/14/2020,6,5, 80 ,207
5/14/2020,6,2, 85 ,55
5/15/2020,8,6, 82 ,37.45
5/15/2020,8,6, 66 ,281.39
5/15/2020,7,6, 78 ,200
5/15/2020,5,6, 94 ,60699.6
5/15/2020,5,6, 61 ,2600
5/15/2020,5,6, 60 ,29300
5/15/2020,5,6, 78 ,218
5/15/2020,4,6, 92 ,267.84
5/15/2020,4,6, 52 ,16800
5/15/2020,3,6, 56 ,94400
5/15/2020,3,6, 85 ,71
5/15/2020,6,6, 56 ,132500
5/15/2020,6,6, 71 ,53
5/15/2020,6,6, 61 ,2083
5/15/2020,7,1, 71 ,100
5/15/2020,6,1, 60 ,23442
5/15/2020,6,1, 85 ,90
5/15/2020,3,1, 94 ,258
5/15/2020,3,1, 62 ,2200
5/15/2020,3,1, 65 ,380
5/15/2020,7,1, 83 ,200
5/15/2020,7,1, 68 ,200
5/15/2020,5,1, 68 ,200
5/15/2020,8,2, 94 ,138.48
5/15/2020,8,2, 92 ,163.2
5/15/2020,8,2, 94 ,145.02
5/15/2020,8,2, 77 ,280
5/15/2020,8,2, 73 ,120
5/15/2020,3,7, 90 ,51.3
5/15/2020,3,7, 89 ,35.7
5/15/2020,6,4, 60 ,19016
5/15/2020,6,4, 73 ,220
5/15/2020,6,4, 71 ,60
5/15/2020,6,3, 69 ,52
5/15/2020,6,3, 85 ,110
5/15/2020,6,3, 71 ,76
5/15/2020,6,5, 73 ,63
5/15/2020,6,2, 91 ,115
5/15/2020,6,2, 66 ,100
5/16/2020,8,6, 87 ,380
5/16/2020,7,6, 83 ,200
5/16/2020,7,6, 76 ,4735
5/16/2020,5,6, 63 ,9600
5/16/2020,5,6, 53 ,10600
5/16/2020,4,6, 90 ,218.16
5/16/2020,4,6, 69 ,54.6
5/16/2020,4,6, 66 ,480
5/16/2020,4,6, 53 ,10200
5/16/2020,4,6, 54 ,0
5/16/2020,4,6, 77 ,748
5/16/2020,3,6, 78 ,90
5/16/2020,3,6, 53 ,4147
5/16/2020,6,6, 76 ,2705
5/16/2020,6,1, 76 ,286
5/16/2020,6,1, 68 ,156
5/16/2020,5,1, 91 ,218
5/16/2020,4,1, 90 ,346
5/16/2020,4,1, 85 ,208
5/16/2020,4,1, 62 ,4766
5/16/2020,4,1, 78 ,294
5/16/2020,8,1, 77 ,750
5/16/2020,3,1, 69 ,52.43
5/16/2020,3,1, 69 ,49
5/16/2020,8,1, 68 ,200
5/16/2020,8,2, 89 ,69.45
5/16/2020,8,2, 78 ,129.87
5/16/2020,8,2, 69 ,34.42
5/16/2020,3,7, 87 ,90
5/16/2020,3,7, 71 ,30
5/16/2020,6,4, 92 ,205.2
5/16/2020,6,4, 80 ,401
5/16/2020,6,4, 73 ,167
5/16/2020,6,4, 77 ,380
5/16/2020,6,3, 89 ,165.44
5/16/2020,6,3, 65 ,520
5/16/2020,6,3, 82 ,40
5/16/2020,6,3, 73 ,300
5/16/2020,6,5, 94 ,29.87
5/16/2020,6,5, 77 ,200
5/16/2020,6,5, 85 ,50
5/16/2020,6,2, 80 ,200
5/16/2020,6,2, 73 ,125
5/16/2020,6,2, 78 ,85
5/16/2020,6,4, 67 ,100
5/17/2020,8,6, 82 ,30
5/17/2020,8,6, 67 ,146.54
5/17/2020,8,6, 61 ,3398.11
5/17/2020,8,6, 57 ,11671
5/17/2020,7,6, 56 ,176278
5/17/2020,5,6, 84 ,100
5/17/2020,5,6, 56 ,130500
5/17/2020,5,6, 81 ,530
5/17/2020,5,6, 52 ,27881
5/17/2020,4,6, 87 ,650
5/17/2020,4,6, 76 ,4093
5/17/2020,3,6, 68 ,90
5/17/2020,3,6, 63 ,3400
5/17/2020,6,6, 90 ,194.4
5/17/2020,6,6, 72 ,380
5/17/2020,6,6, 71 ,60
5/17/2020,6,6, 66 ,322
5/17/2020,7,1, 84 ,164
5/17/2020,7,1, 61 ,3228
5/17/2020,6,1, 90 ,249
5/17/2020,6,1, 80 ,556
5/17/2020,6,1, 78 ,100
5/17/2020,5,1, 94 ,270.6
5/17/2020,5,1, 73 ,322
5/17/2020,4,1, 65 ,880
5/17/2020,4,1, 77 ,950
5/17/2020,8,1, 78 ,308.66
5/17/2020,8,1, 71 ,79.87
5/17/2020,8,1, 85 ,196.54
5/17/2020,3,1, 89 ,274
5/17/2020,3,1, 81 ,439
5/17/2020,3,1, 67 ,221
5/17/2020,5,1, 78 ,200
5/17/2020,6,1, 67 ,200
5/17/2020,8,2, 71 ,54.11
5/17/2020,3,7, 87 ,100
5/17/2020,3,7, 61 ,519
5/17/2020,3,7, 73 ,80
5/17/2020,6,4, 90 ,171
5/17/2020,6,4, 66 ,234
5/17/2020,6,4, 65 ,257
5/17/2020,6,3, 91 ,228.96
5/17/2020,6,3, 78 ,168
5/17/2020,6,3, 62 ,2300
5/17/2020,6,2, 94 ,42
5/18/2020,8,6, 68 ,70
5/18/2020,8,6, 63 ,11400
5/18/2020,8,6, 61 ,1900
5/18/2020,7,6, 94 ,46714.85
5/18/2020,7,6, 60 ,31556
5/18/2020,5,6, 82 ,50
5/18/2020,5,6, 85 ,151
5/18/2020,5,6, 82 ,54
5/18/2020,5,6, 60 ,33120
5/18/2020,5,6, 56 ,124324
5/18/2020,4,6, 54 ,5
5/18/2020,3,6, 92 ,331.56
5/18/2020,3,6, 57 ,1728
5/18/2020,3,6, 67 ,120
5/18/2020,6,6, 94 ,11885.76
5/18/2020,6,6, 81 ,280
5/18/2020,6,6, 82 ,27
5/18/2020,7,1, 69 ,39.59
5/18/2020,7,1, 68 ,128
5/18/2020,6,1, 69 ,47.84
5/18/2020,6,1, 71 ,68
5/18/2020,6,1, 73 ,220
5/18/2020,5,1, 84 ,182
5/18/2020,4,1, 82 ,70
5/18/2020,4,1, 73 ,400
5/18/2020,3,1, 94 ,250.26
5/18/2020,3,1, 65 ,488
5/18/2020,3,1, 80 ,550
5/18/2020,3,7, 82 ,10
5/18/2020,6,3, 68 ,200
5/18/2020,6,3, 81 ,401
5/18/2020,6,3, 68 ,176
5/18/2020,6,5, 74 ,92
5/18/2020,6,5, 62 ,650
5/18/2020,6,2, 84 ,62
5/18/2020,6,2, 83 ,50
5/18/2020,6,2, 81 ,100
5/19/2020,8,6, 92 ,184.96
5/19/2020,8,6, 80 ,480
5/19/2020,8,6, 92 ,220.78
5/19/2020,7,6, 77 ,573
5/19/2020,5,6, 68 ,136
5/19/2020,5,6, 54 ,28
5/19/2020,4,6, 87 ,720
5/19/2020,4,6, 68 ,208
5/19/2020,4,6, 81 ,494
5/19/2020,3,6, 84 ,70
5/19/2020,3,6, 71 ,60
5/19/2020,3,6, 77 ,360
5/19/2020,3,6, 84 ,77
5/19/2020,3,6, 62 ,1242
5/19/2020,7,1, 80 ,848
5/19/2020,7,1, 69 ,37
5/19/2020,7,1, 76 ,480
5/19/2020,6,1, 94 ,78
5/19/2020,5,1, 82 ,50
5/19/2020,4,1, 90 ,311.4
5/19/2020,8,1, 87 ,1092.01
5/19/2020,8,1, 65 ,485.94
5/19/2020,3,1, 92 ,566.61
5/19/2020,3,1, 84 ,140
5/19/2020,3,1, 87 ,480
5/19/2020,7,1, 85 ,200
5/19/2020,8,1, 83 ,200
5/19/2020,4,1, 74 ,200
5/19/2020,8,2, 73 ,207.15
5/19/2020,3,7, 94 ,36
5/19/2020,3,7, 92 ,72
5/19/2020,3,7, 78 ,40
5/19/2020,6,4, 66 ,200
5/19/2020,6,4, 81 ,280
5/19/2020,6,5, 69 ,8.64
5/19/2020,6,2, 94 ,46.2
5/19/2020,6,2, 92 ,192
5/19/2020,6,2, 90 ,144
5/20/2020,8,6, 81 ,280
5/20/2020,7,6, 63 ,14200
5/20/2020,7,6, 57 ,25282
5/20/2020,5,6, 78 ,200
5/20/2020,4,6, 62 ,3534
5/20/2020,3,6, 66 ,237
5/20/2020,6,6, 68 ,100
5/20/2020,6,6, 87 ,380
5/20/2020,6,6, 52 ,3900
5/20/2020,6,1, 69 ,46
5/20/2020,6,1, 67 ,208
5/20/2020,6,1, 66 ,416
5/20/2020,5,1, 67 ,280
5/20/2020,4,1, 66 ,550
5/20/2020,8,1, 69 ,44.65
5/20/2020,3,1, 83 ,158
5/20/2020,3,1, 84 ,100
5/20/2020,7,1, 84 ,200
5/20/2020,8,1, 84 ,200
5/20/2020,3,7, 82 ,6
5/20/2020,6,4, 94 ,50.96
5/20/2020,6,4, 87 ,380
5/20/2020,6,3, 87 ,585
5/20/2020,6,3, 80 ,550
5/20/2020,6,2, 89 ,103.4
5/20/2020,6,2, 89 ,94
5/20/2020,6,2, 82 ,20
5/20/2020,6,2, 67 ,94
5/20/2020,6,2, 78 ,60
5/20/2020,6,5, 74 ,100
5/21/2020,8,6, 78 ,100
5/21/2020,8,6, 73 ,220
5/21/2020,8,6, 60 ,19100
5/21/2020,7,6, 73 ,300
5/21/2020,7,6, 78 ,177
5/21/2020,7,6, 72 ,1820
5/21/2020,7,6, 87 ,630
5/21/2020,5,6, 54 ,0
5/21/2020,4,6, 76 ,2000
5/21/2020,3,6, 94 ,11448
5/21/2020,3,6, 65 ,280
5/21/2020,3,6, 101 ,228100
5/21/2020,6,6, 62 ,1300
5/21/2020,6,6, 85 ,74
5/21/2020,6,6, 83 ,93
5/21/2020,6,6, 65 ,355
5/21/2020,7,1, 66 ,334
5/21/2020,6,1, 91 ,189.05
5/21/2020,5,1, 61 ,4444
5/21/2020,5,1, 65 ,550
5/21/2020,4,1, 89 ,230.52
5/21/2020,3,1, 60 ,28100
5/21/2020,8,2, 82 ,30
5/21/2020,8,2, 74 ,335.94
5/21/2020,3,7, 67 ,30
5/21/2020,3,7, 62 ,415
5/21/2020,6,4, 81 ,248
5/21/2020,6,4, 68 ,80
5/21/2020,6,3, 76 ,345
5/21/2020,6,3, 61 ,3037
5/21/2020,6,3, 81 ,380
5/21/2020,6,5, 76 ,88
5/21/2020,6,5, 68 ,40
5/21/2020,6,2, 67 ,80
5/21/2020,6,5, 76 ,100
5/22/2020,8,6, 66 ,200
5/22/2020,8,6, 90 ,166.24
5/22/2020,8,6, 87 ,546.55
5/22/2020,7,6, 68 ,100
5/22/2020,7,6, 87 ,650
5/22/2020,7,6, 82 ,50
5/22/2020,7,6, 57 ,25300
5/22/2020,5,6, 85 ,100
5/22/2020,5,6, 91 ,198
5/22/2020,4,6, 61 ,3141
5/22/2020,3,6, 80 ,380
5/22/2020,3,6, 73 ,220
5/22/2020,3,6, 60 ,17296
5/22/2020,6,6, 65 ,280
5/22/2020,6,6, 92 ,240
5/22/2020,6,6, 77 ,430
5/22/2020,7,1, 94 ,270
5/22/2020,7,1, 62 ,1793
5/22/2020,7,1, 94 ,270
5/22/2020,6,1, 68 ,100
