Title,PPF Corporation Actuals Data Extract,,,
6/4/2021,7,1, 78 ,326
6/4/2021,7,1, 87 ,1080
6/4/2021,6,1, 68 ,79
6/4/2021,5,1, 76 ,313.83
6/4/2021,5,1, 78 ,175
6/4/2021,5,1, 81 ,416
6/4/2021,5,1, 87 ,608
6/4/2021,5,1, 82 ,41
6/4/2021,4,1, 91 ,349
6/4/2021,3,1, 74 ,442.32
6/4/2021,3,1, 71 ,178.5
6/4/2021,3,1, 67 ,535.5
6/4/2021,3,1, 94 ,151
6/4/2021,12,2, 90 ,95.92
6/4/2021,8,2, 87 ,698.91
6/4/2021,8,2, 83 ,179.02
6/4/2021,3,7, 91 ,43.86
6/4/2021,3,7, 89 ,35
6/4/2021,11,5, 74 ,225.36
6/4/2021,11,5, 71 ,13.17
6/4/2021,11,4, 89 ,82.04
6/4/2021,11,4, 76 ,99.99
6/4/2021,11,4, 89 ,56.08
6/4/2021,11,2, 92 ,55.4
6/4/2021,11,3, 80 ,155.02
6/4/2021,6,4, 80 ,293.91
6/4/2021,6,4, 65 ,104
6/4/2021,6,5, 90 ,96.82
6/4/2021,6,5, 90 ,103
6/4/2021,6,2, 82 ,6
6/5/2021,8,6, 94 ,82729.64
6/5/2021,8,6, 61 ,4235.16
6/5/2021,8,6, 60 ,44850.4
6/5/2021,7,6, 76 ,5356
6/5/2021,4,6, 80 ,546.7
6/5/2021,4,6, 56 ,34193.3
6/5/2021,4,6, 63 ,1665.49
6/5/2021,4,6, 52 ,6765
6/5/2021,4,6, 62 ,2757
6/5/2021,3,6, 91 ,230
6/5/2021,3,6, 85 ,188.68
6/5/2021,3,6, 63 ,10344.29
6/5/2021,3,6, 92 ,384
6/5/2021,6,6, 76 ,762.34
6/5/2021,6,6, 67 ,126
6/5/2021,6,6, 66 ,249
6/5/2021,11,6, 67 ,109.19
6/5/2021,11,6, 78 ,80.55
6/5/2021,11,6, 60 ,14632.95
6/5/2021,12,6, 60 ,2342.29
6/5/2021,11,1, 81 ,245.44
6/5/2021,11,1, 85 ,69.91
6/5/2021,7,1, 87 ,1144.8
6/5/2021,7,1, 89 ,269
6/5/2021,7,1, 84 ,276
6/5/2021,6,1, 71 ,36.04
6/5/2021,6,1, 83 ,76
6/5/2021,6,1, 85 ,60
6/5/2021,5,1, 66 ,313.14
6/5/2021,5,1, 61 ,4863.05
6/5/2021,5,1, 81 ,399.36
6/5/2021,5,1, 78 ,164.5
6/5/2021,5,1, 92 ,327.24
6/5/2021,5,1, 77 ,571
6/5/2021,5,1, 71 ,53
6/5/2021,4,1, 89 ,255.6
6/5/2021,4,1, 77 ,825.47
6/5/2021,4,1, 87 ,878
6/5/2021,8,1, 94 ,542
6/5/2021,3,1, 84 ,333
6/5/2021,12,2, 67 ,6.59
6/5/2021,8,2, 61 ,4267.83
6/5/2021,8,2, 85 ,143.51
6/5/2021,3,7, 80 ,183.08
6/5/2021,3,7, 78 ,59
6/5/2021,3,7, 77 ,178
6/5/2021,11,5, 78 ,36.93
6/5/2021,11,4, 83 ,49.51
6/5/2021,11,4, 66 ,86.93
6/5/2021,11,4, 81 ,99.7
6/5/2021,11,4, 67 ,44.38
6/5/2021,11,2, 82 ,5.09
6/5/2021,11,2, 61 ,603.47
6/5/2021,11,3, 91 ,79.57
6/5/2021,11,3, 73 ,94.19
6/5/2021,6,4, 69 ,10.2
6/5/2021,6,4, 62 ,739.68
6/5/2021,6,4, 78 ,75
6/5/2021,6,4, 74 ,108
6/5/2021,6,3, 87 ,416
6/5/2021,6,3, 92 ,519
6/5/2021,6,3, 67 ,102
6/5/2021,6,3, 85 ,97
6/5/2021,6,5, 84 ,31.32
6/5/2021,6,5, 84 ,29
6/5/2021,6,5, 92 ,137
6/5/2021,6,2, 66 ,39
6/5/2021,6,2, 60 ,4944.47
6/5/2021,6,2, 87 ,76
6/6/2021,8,6, 92 ,292.48
6/6/2021,8,6, 90 ,248.06
6/6/2021,7,6, 61 ,4322.5
6/6/2021,7,6, 78 ,260.4
6/6/2021,7,6, 84 ,198
6/6/2021,7,6, 89 ,193
6/6/2021,5,6, 72 ,295
6/6/2021,4,6, 72 ,53.35
6/6/2021,4,6, 71 ,54
6/6/2021,4,6, 84 ,86
6/6/2021,3,6, 56 ,75289.26
6/6/2021,3,6, 94 ,10989
6/6/2021,11,6, 92 ,298.4
6/6/2021,11,6, 81 ,183.74
6/6/2021,12,6, 101 ,1838.43
6/6/2021,12,6, 71 ,6.08
6/6/2021,12,6, 69 ,5.01
6/6/2021,12,6, 80 ,43.31
6/6/2021,12,1, 83 ,10.36
6/6/2021,12,1, 80 ,48.46
6/6/2021,12,1, 76 ,17.78
6/6/2021,11,1, 81 ,319.54
6/6/2021,11,1, 80 ,530.76
6/6/2021,11,1, 65 ,219.36
6/6/2021,7,1, 83 ,302.94
6/6/2021,7,1, 69 ,68.08
6/6/2021,6,1, 76 ,191.58
6/6/2021,6,1, 69 ,25.3
6/6/2021,6,1, 81 ,223
6/6/2021,4,1, 67 ,263
6/6/2021,3,1, 65 ,1023.75
6/6/2021,3,1, 73 ,723.06
6/6/2021,3,1, 78 ,433.82
6/6/2021,3,1, 89 ,334.75
6/6/2021,3,1, 90 ,499
6/6/2021,3,1, 89 ,325
6/6/2021,8,2, 76 ,367.75
6/6/2021,8,2, 62 ,3319.32
6/6/2021,3,7, 92 ,72
6/6/2021,3,7, 67 ,58
6/6/2021,11,5, 66 ,61.4
6/6/2021,11,4, 78 ,56.11
6/6/2021,11,2, 84 ,16.68
6/6/2021,11,2, 87 ,67.88
6/6/2021,11,2, 73 ,35.35
6/6/2021,11,2, 62 ,282.68
6/6/2021,11,2, 84 ,11.4
6/6/2021,11,3, 74 ,253.28
6/6/2021,11,3, 92 ,107.14
6/6/2021,6,4, 84 ,56.4
6/6/2021,6,4, 74 ,100.44
6/6/2021,6,4, 68 ,38
6/6/2021,6,3, 65 ,217
6/6/2021,6,5, 92 ,126.04
6/6/2021,6,2, 68 ,16.35
6/6/2021,6,2, 89 ,43.87
6/6/2021,6,2, 91 ,50
6/6/2021,6,2, 74 ,111
6/6/2021,6,2, 67 ,20
6/7/2021,8,6, 74 ,482.91
6/7/2021,7,6, 84 ,186.12
6/7/2021,5,6, 94 ,32604
6/7/2021,5,6, 52 ,31495
6/7/2021,5,6, 65 ,412
6/7/2021,5,6, 67 ,189
6/7/2021,4,6, 69 ,35
6/7/2021,3,6, 81 ,643.37
6/7/2021,6,6, 69 ,28.62
6/7/2021,6,6, 60 ,23084.56
6/7/2021,6,6, 65 ,273
6/7/2021,11,6, 90 ,238.5
6/7/2021,12,6, 90 ,159.66
6/7/2021,12,6, 61 ,290.88
6/7/2021,12,6, 61 ,216.72
6/7/2021,12,1, 66 ,25.23
6/7/2021,11,1, 78 ,102.89
6/7/2021,7,1, 66 ,643.15
6/7/2021,5,1, 89 ,158
6/7/2021,5,1, 83 ,128.7
6/7/2021,5,1, 80 ,679.73
6/7/2021,4,1, 74 ,246
6/7/2021,4,1, 90 ,427.28
6/7/2021,4,1, 62 ,4146
6/7/2021,8,1, 65 ,701.09
6/7/2021,3,1, 71 ,175
6/7/2021,12,2, 60 ,1573.84
6/7/2021,12,2, 85 ,6.12
6/7/2021,12,2, 76 ,15.11
6/7/2021,8,2, 60 ,46209.52
6/7/2021,8,2, 65 ,395.46
6/7/2021,3,7, 61 ,1017.53
6/7/2021,3,7, 94 ,17.46
6/7/2021,11,4, 61 ,1040.93
6/7/2021,11,4, 68 ,34.8
6/7/2021,11,2, 78 ,32.43
6/7/2021,11,2, 81 ,35.87
6/7/2021,6,4, 60 ,15828.72
6/7/2021,6,4, 87 ,227
6/7/2021,6,3, 90 ,373.44
6/7/2021,6,5, 82 ,10
6/7/2021,6,2, 82 ,6.24
6/7/2021,6,2, 87 ,78.28
6/8/2021,8,6, 62 ,2783.52
6/8/2021,8,6, 72 ,1613.23
6/8/2021,7,6, 63 ,18018
6/8/2021,5,6, 87 ,559.36
6/8/2021,5,6, 83 ,145.53
6/8/2021,4,6, 74 ,250
6/8/2021,3,6, 53 ,15516.95
6/8/2021,6,6, 60 ,22856
6/8/2021,11,6, 76 ,579.49
6/8/2021,11,6, 52 ,6693.44
6/8/2021,12,1, 84 ,10.25
6/8/2021,7,1, 81 ,825.16
6/8/2021,7,1, 69 ,74
6/8/2021,7,1, 83 ,306
6/8/2021,6,1, 74 ,151
6/8/2021,5,1, 69 ,34.34
6/8/2021,5,1, 68 ,122
6/8/2021,4,1, 87 ,965.8
6/8/2021,4,1, 74 ,246
6/8/2021,8,1, 81 ,888.22
6/8/2021,8,1, 69 ,69.78
6/8/2021,12,2, 68 ,4.88
6/8/2021,12,2, 87 ,19.91
6/8/2021,8,2, 91 ,188.31
6/8/2021,3,7, 87 ,169.2
6/8/2021,3,7, 81 ,123
6/8/2021,11,2, 60 ,3435.93
6/8/2021,11,3, 80 ,203.9
6/8/2021,11,3, 71 ,23.38
6/8/2021,11,3, 76 ,114.3
6/8/2021,11,3, 71 ,17.78
6/8/2021,11,3, 82 ,10.33
6/8/2021,6,5, 78 ,43.12
6/9/2021,8,6, 91 ,189.44
6/9/2021,8,6, 60 ,40005.77
6/9/2021,8,6, 56 ,216217.23
6/9/2021,7,6, 85 ,173.46
6/9/2021,7,6, 68 ,198.72
6/9/2021,5,6, 65 ,383.16
6/9/2021,5,6, 78 ,168.15
6/9/2021,5,6, 72 ,268.45
6/9/2021,5,6, 82 ,42
6/9/2021,4,6, 101 ,81190.08
6/9/2021,4,6, 84 ,78.26
6/9/2021,3,6, 73 ,414.7
6/9/2021,3,6, 80 ,1018.71
6/9/2021,3,6, 57 ,33478
6/9/2021,6,6, 77 ,393.12
6/9/2021,12,6, 92 ,217.25
6/9/2021,12,6, 89 ,77.36
6/9/2021,12,6, 84 ,8.21
6/9/2021,12,6, 91 ,92.86
6/9/2021,12,1, 68 ,13.72
6/9/2021,12,1, 66 ,33.52
6/9/2021,11,1, 68 ,69.02
6/9/2021,11,1, 76 ,233.43
6/9/2021,11,1, 82 ,25.23
6/9/2021,11,1, 80 ,395.45
6/9/2021,7,1, 94 ,442.68
6/9/2021,6,1, 65 ,239.2
6/9/2021,6,1, 92 ,298
6/9/2021,5,1, 68 ,111.02
6/9/2021,4,1, 76 ,439.89
6/9/2021,8,1, 84 ,310.27
6/9/2021,8,1, 62 ,4960.26
6/9/2021,8,1, 69 ,70.78
6/9/2021,3,1, 74 ,456
6/9/2021,12,2, 83 ,8.81
6/9/2021,12,2, 84 ,7.92
6/9/2021,8,2, 80 ,811.7
6/9/2021,8,2, 62 ,3428.27
6/9/2021,3,7, 85 ,34
6/9/2021,3,7, 60 ,11362
6/9/2021,11,5, 81 ,95.25
6/9/2021,11,5, 67 ,31.61
6/9/2021,11,4, 69 ,14.14
6/9/2021,11,4, 84 ,29.48
6/9/2021,11,2, 85 ,10.33
6/9/2021,6,4, 81 ,180
6/9/2021,6,3, 69 ,23.76
6/9/2021,6,3, 60 ,29009
6/9/2021,6,5, 85 ,27
6/10/2021,7,6, 90 ,279.18
6/10/2021,7,6, 61 ,4550
6/10/2021,7,6, 74 ,386
6/10/2021,7,6, 63 ,18200
6/10/2021,5,6, 62 ,2870.01
6/10/2021,5,6, 53 ,32597.44
6/10/2021,4,6, 90 ,195.02
6/10/2021,4,6, 82 ,26.97
6/10/2021,3,6, 62 ,3350
6/10/2021,6,6, 84 ,81.81
6/10/2021,11,6, 101 ,111559.22
6/10/2021,12,6, 82 ,4.23
6/10/2021,11,1, 92 ,415.78
6/10/2021,11,1, 69 ,23.34
6/10/2021,7,1, 65 ,744
6/10/2021,5,1, 73 ,259.7
6/10/2021,5,1, 85 ,114
6/10/2021,5,1, 83 ,143
6/10/2021,4,1, 83 ,220
6/10/2021,8,1, 60 ,98034.79
6/10/2021,8,1, 91 ,377.7
6/10/2021,8,1, 71 ,108.66
6/10/2021,8,1, 68 ,251.09
6/10/2021,12,2, 92 ,99.7
6/10/2021,8,2, 94 ,261.69
6/10/2021,8,2, 81 ,502.61
6/10/2021,8,2, 71 ,69.26
6/10/2021,11,5, 87 ,96.51
6/10/2021,11,4, 82 ,14.97
6/10/2021,11,4, 78 ,45.44
6/10/2021,11,2, 65 ,52.95
6/10/2021,11,3, 90 ,102.7
6/10/2021,11,3, 92 ,150.99
6/10/2021,11,3, 74 ,198.64
6/10/2021,6,4, 61 ,1447
6/10/2021,6,4, 67 ,50
6/10/2021,6,4, 84 ,60
6/10/2021,6,4, 89 ,139
6/10/2021,6,3, 77 ,382
6/10/2021,6,5, 83 ,34
6/10/2021,6,5, 74 ,152
6/11/2021,8,6, 56 ,190831.87
6/11/2021,8,6, 53 ,11809.36
6/11/2021,8,6, 63 ,40310.92
6/11/2021,7,6, 73 ,378.28
6/11/2021,7,6, 87 ,810
6/11/2021,5,6, 68 ,144.84
6/11/2021,5,6, 81 ,425
6/11/2021,6,6, 92 ,419.04
6/11/2021,6,6, 81 ,288.9
6/11/2021,6,6, 56 ,38792.16
6/11/2021,6,6, 61 ,1876
6/11/2021,11,6, 83 ,67.78
6/11/2021,11,6, 90 ,179.49
6/11/2021,12,6, 77 ,43.31
6/11/2021,12,1, 87 ,41.15
6/11/2021,12,1, 85 ,6.08
6/11/2021,11,1, 77 ,394.33
6/11/2021,11,1, 71 ,25.23
6/11/2021,7,1, 73 ,528.94
6/11/2021,5,1, 90 ,221.13
6/11/2021,5,1, 91 ,194
6/11/2021,4,1, 61 ,6905.9
6/11/2021,4,1, 85 ,191.84
6/11/2021,4,1, 77 ,851
6/11/2021,8,1, 76 ,655.86
6/11/2021,3,1, 90 ,489.02
6/11/2021,12,2, 69 ,2.32
6/11/2021,12,2, 80 ,37.25
6/11/2021,12,2, 78 ,9.27
6/11/2021,12,2, 76 ,10.33
6/11/2021,12,2, 67 ,5.01
6/11/2021,8,2, 73 ,269.74
6/11/2021,8,2, 87 ,682.91
6/11/2021,11,4, 65 ,128.1
6/11/2021,11,2, 81 ,45.25
6/11/2021,11,2, 69 ,7.19
6/11/2021,11,2, 61 ,424.17
6/11/2021,11,2, 67 ,17.78
6/11/2021,11,3, 81 ,120.46
6/11/2021,11,3, 65 ,162.82
6/11/2021,11,3, 89 ,52.89
6/11/2021,6,4, 73 ,74.62
6/11/2021,6,3, 78 ,127
6/11/2021,6,5, 67 ,54
6/11/2021,6,5, 62 ,907
6/11/2021,6,2, 78 ,29.87
6/11/2021,6,2, 83 ,20
6/12/2021,8,6, 94 ,89908.82
6/12/2021,8,6, 89 ,163.21
6/12/2021,7,6, 81 ,564.88
6/12/2021,7,6, 53 ,10010
6/12/2021,5,6, 85 ,118
6/12/2021,4,6, 74 ,250
6/12/2021,4,6, 66 ,305.9
6/12/2021,4,6, 61 ,2508.87
6/12/2021,4,6, 76 ,707
6/12/2021,3,6, 76 ,2898.24
6/12/2021,3,6, 82 ,66.56
6/12/2021,3,6, 72 ,1339
6/12/2021,6,6, 74 ,156.17
6/12/2021,6,6, 52 ,13163.85
6/12/2021,6,6, 57 ,8955
6/12/2021,6,6, 78 ,111
6/12/2021,11,6, 72 ,321.94
6/12/2021,12,6, 65 ,49.81
6/12/2021,12,6, 52 ,122.99
6/12/2021,12,1, 71 ,6.99
6/12/2021,12,1, 61 ,193.32
6/12/2021,12,1, 78 ,10.33
6/12/2021,12,1, 60 ,2080.59
6/12/2021,12,1, 84 ,7.14
6/12/2021,11,1, 60 ,28555.79
6/12/2021,11,1, 83 ,86.93
6/12/2021,7,1, 77 ,1143.83
6/12/2021,7,1, 68 ,264
6/12/2021,6,1, 84 ,60.76
6/12/2021,6,1, 82 ,22.44
6/12/2021,6,1, 60 ,20344
6/12/2021,4,1, 73 ,402.8
6/12/2021,4,1, 90 ,436
6/12/2021,8,1, 68 ,247.55
6/12/2021,8,1, 84 ,317.75
6/12/2021,12,2, 90 ,75.23
6/12/2021,8,2, 68 ,157.92
6/12/2021,8,2, 68 ,160.18
6/12/2021,3,7, 74 ,348.84
6/12/2021,3,7, 71 ,17.64
6/12/2021,3,7, 89 ,34.65
6/12/2021,11,3, 61 ,1062.79
6/12/2021,6,4, 77 ,208.08
6/12/2021,6,3, 85 ,92.15
6/12/2021,6,3, 73 ,162
6/12/2021,6,5, 61 ,1482.4
6/12/2021,6,5, 74 ,148.96
6/12/2021,6,5, 80 ,164
6/12/2021,6,2, 84 ,18
6/12/2021,6,2, 89 ,41
6/12/2021,6,2, 68 ,15
6/13/2021,8,6, 87 ,682.91
6/13/2021,7,6, 72 ,606
6/13/2021,7,6, 91 ,238
6/13/2021,5,6, 81 ,454.75
6/13/2021,5,6, 78 ,177
6/13/2021,4,6, 68 ,136.25
6/13/2021,4,6, 54 ,80
6/13/2021,4,6, 80 ,497
6/13/2021,3,6, 94 ,11538.45
6/13/2021,3,6, 87 ,972
6/13/2021,3,6, 89 ,187
6/13/2021,3,6, 53 ,15065
6/13/2021,3,6, 52 ,6695
6/13/2021,3,6, 76 ,3019
6/13/2021,3,6, 84 ,192
6/13/2021,6,6, 90 ,311.37
6/13/2021,6,6, 62 ,1894.76
6/13/2021,6,6, 80 ,436
6/13/2021,6,6, 85 ,76
6/13/2021,6,6, 82 ,27
6/13/2021,11,6, 81 ,263.87
6/13/2021,11,6, 69 ,25.04
6/13/2021,11,6, 66 ,223.81
6/13/2021,11,6, 76 ,746.67
6/13/2021,11,6, 89 ,170.76
6/13/2021,11,6, 73 ,114.59
6/13/2021,11,6, 72 ,224.17
6/13/2021,11,6, 53 ,5020
6/13/2021,11,6, 56 ,31413.05
6/13/2021,12,1, 65 ,37.38
6/13/2021,12,1, 68 ,10.33
6/13/2021,11,1, 90 ,226.3
6/13/2021,5,1, 91 ,176.54
6/13/2021,5,1, 82 ,38.13
6/13/2021,4,1, 71 ,95.04
6/13/2021,4,1, 83 ,204.6
6/13/2021,4,1, 85 ,176
6/13/2021,3,1, 85 ,298
6/13/2021,3,1, 66 ,1023
6/13/2021,12,2, 65 ,14.97
6/13/2021,12,2, 60 ,1196.53
6/13/2021,12,2, 66 ,9.27
6/13/2021,8,2, 94 ,270.28
6/13/2021,8,2, 69 ,44.57
6/13/2021,8,2, 89 ,154.11
6/13/2021,8,2, 67 ,205.63
6/13/2021,3,7, 78 ,53.69
6/13/2021,3,7, 82 ,12
6/13/2021,3,7, 61 ,1049
6/13/2021,11,5, 85 ,28.99
6/13/2021,11,5, 60 ,8954.16
6/13/2021,11,4, 92 ,113.53
6/13/2021,11,2, 74 ,235.84
6/13/2021,11,2, 60 ,4288.82
6/13/2021,11,3, 77 ,148.63
6/13/2021,11,3, 67 ,53.95
6/13/2021,11,3, 61 ,776.31
6/13/2021,6,4, 92 ,285
6/13/2021,6,3, 62 ,1502.88
6/13/2021,6,5, 78 ,44
6/13/2021,6,2, 76 ,37.44
6/13/2021,6,2, 67 ,20.4
6/13/2021,6,2, 71 ,6
6/13/2021,6,2, 69 ,4
6/14/2021,8,6, 69 ,44.38
6/14/2021,8,6, 71 ,69.26
6/14/2021,7,6, 71 ,83.7
6/14/2021,7,6, 71 ,93
6/14/2021,5,6, 80 ,687
6/14/2021,5,6, 76 ,2645
6/14/2021,5,6, 69 ,41
6/14/2021,4,6, 60 ,35934.88
6/14/2021,3,6, 66 ,515.55
6/14/2021,3,6, 83 ,223
6/14/2021,6,6, 78 ,112.11
6/14/2021,6,6, 63 ,3873.83
6/14/2021,6,6, 68 ,94.09
6/14/2021,11,6, 85 ,68.79
6/14/2021,12,6, 63 ,7.32
6/14/2021,12,6, 71 ,8.73
6/14/2021,12,6, 66 ,34.8
6/14/2021,12,6, 53 ,131.61
6/14/2021,12,1, 91 ,72.64
6/14/2021,11,1, 87 ,335.87
6/14/2021,6,1, 61 ,2341.92
6/14/2021,6,1, 90 ,224
6/14/2021,5,1, 80 ,673
6/14/2021,4,1, 82 ,63
6/14/2021,4,1, 80 ,942.09
6/14/2021,4,1, 84 ,189
6/14/2021,8,1, 66 ,637.46
6/14/2021,8,1, 74 ,442
6/14/2021,3,1, 65 ,1125
6/14/2021,12,2, 82 ,2.32
6/14/2021,12,2, 69 ,1.82
6/14/2021,12,2, 65 ,10.33
6/14/2021,8,2, 84 ,138.54
6/14/2021,8,2, 65 ,448.06
6/14/2021,3,7, 62 ,799.68
6/14/2021,11,5, 76 ,68.07
6/14/2021,11,5, 69 ,9.39
6/14/2021,11,5, 66 ,74.99
6/14/2021,11,5, 73 ,45.44
6/14/2021,11,4, 74 ,219.29
6/14/2021,11,2, 62 ,387
6/14/2021,11,2, 90 ,32.67
6/14/2021,11,2, 83 ,13.53
6/14/2021,11,3, 68 ,41.19
6/14/2021,11,3, 65 ,117.78
6/14/2021,6,4, 65 ,94.64
6/14/2021,6,4, 71 ,16
6/14/2021,6,3, 83 ,110.11
6/14/2021,6,2, 61 ,568
6/14/2021,6,2, 80 ,91
6/15/2021,8,6, 65 ,432.91
6/15/2021,8,6, 77 ,661.7
6/15/2021,7,6, 62 ,4550
6/15/2021,5,6, 66 ,366.52
6/15/2021,4,6, 92 ,265
6/15/2021,3,6, 78 ,247.22
6/15/2021,3,6, 77 ,855
6/15/2021,11,6, 71 ,36.61
6/15/2021,12,6, 76 ,31.83
6/15/2021,12,6, 84 ,10.25
6/15/2021,12,6, 67 ,21.47
6/15/2021,12,1, 87 ,29.48
6/15/2021,11,1, 83 ,120.18
6/15/2021,11,1, 60 ,23379.92
6/15/2021,7,1, 68 ,258.72
6/15/2021,7,1, 92 ,552
6/15/2021,6,1, 78 ,93.12
6/15/2021,6,1, 87 ,340
6/15/2021,6,1, 62 ,1417.17
6/15/2021,6,1, 89 ,146
6/15/2021,6,1, 65 ,230
6/15/2021,8,1, 91 ,326.26
6/15/2021,8,1, 90 ,468.62
6/15/2021,8,1, 65 ,638.52
6/15/2021,8,1, 83 ,367.75
6/15/2021,3,1, 62 ,7952
6/15/2021,12,2, 82 ,1.82
6/15/2021,8,2, 90 ,220.72
6/15/2021,8,2, 78 ,224.9
6/15/2021,8,2, 66 ,359.34
6/15/2021,11,4, 71 ,23.11
6/15/2021,11,4, 73 ,86.69
6/15/2021,11,4, 60 ,9257.31
6/15/2021,11,3, 66 ,107.14
6/15/2021,6,4, 66 ,96.82
6/15/2021,6,3, 67 ,95.88
6/15/2021,6,3, 82 ,35.02
6/15/2021,6,3, 81 ,327
6/15/2021,6,2, 71 ,5.64
6/15/2021,6,2, 91 ,55
6/15/2021,6,2, 61 ,607.76
6/15/2021,6,2, 60 ,4621
6/16/2021,8,6, 73 ,261.72
6/16/2021,7,6, 87 ,769.5
6/16/2021,7,6, 81 ,614
6/16/2021,7,6, 67 ,279
6/16/2021,5,6, 57 ,29822.27
6/16/2021,5,6, 52 ,32124.9
6/16/2021,5,6, 83 ,147
6/16/2021,4,6, 94 ,5328.62
6/16/2021,4,6, 54 ,72.8
6/16/2021,4,6, 69 ,35.7
6/16/2021,4,6, 87 ,439.92
6/16/2021,4,6, 91 ,159
6/16/2021,4,6, 63 ,1649
6/16/2021,3,6, 67 ,252.5
6/16/2021,6,6, 82 ,28.35
6/16/2021,6,6, 54 ,90.16
6/16/2021,6,6, 72 ,225
6/16/2021,6,6, 81 ,270
6/16/2021,11,6, 62 ,1645.36
6/16/2021,11,6, 57 ,8011.48
6/16/2021,11,6, 80 ,382.05
6/16/2021,11,6, 73 ,150.72
6/16/2021,11,6, 85 ,53.95
6/16/2021,11,6, 89 ,116.72
6/16/2021,11,6, 94 ,3797.64
6/16/2021,12,6, 83 ,14.69
6/16/2021,12,6, 87 ,39.06
6/16/2021,12,6, 72 ,1
6/16/2021,12,1, 61 ,251.69
6/16/2021,12,1, 81 ,20.97
6/16/2021,11,1, 74 ,181.37
6/16/2021,11,1, 66 ,143.31
6/16/2021,11,1, 68 ,57.14
6/16/2021,7,1, 78 ,329.26
6/16/2021,7,1, 60 ,68889
6/16/2021,7,1, 71 ,117.72
6/16/2021,6,1, 83 ,76
6/16/2021,6,1, 71 ,34
